,degree_mean,cancer_density,oncogene_density,TSG_density,union_density
0,77.44837340876944,0.003922731407094575,0.0038072676509158594,0.003747849594494962,0.002359964367861939
1,73.86562942008487,0.003377796298448137,0.0038072676509158594,0.00301056770705333,0.002054166168082645
2,82.63790664780764,0.004804244082846164,0.005541689580777528,0.004608011796510199,0.0031643465890205153
3,70.82885431400283,0.003409851304839104,0.003680358729218664,0.0036044892274924223,0.0022801909244412537
4,81.7977369165488,0.004607907168701492,0.003215026016328948,0.0050790530023756865,0.0025926369111722706
5,79.18953323903818,0.004343453365976015,0.004441812259401836,0.003993610223642172,0.0026258758459308897
6,75.91371994342292,0.004030917053664087,0.003215026016328948,0.004751372163512738,0.002466328959089519
7,81.28005657708628,0.004463659639942141,0.003595752781420534,0.0050790530023756865,0.0027521837980136413
8,81.73267326732673,0.004968525990599869,0.0051821143026354755,0.003850249856639633,0.002851900602289498
9,73.22913719943423,0.003542078206201842,0.0045898726680485636,0.0026624068157614484,0.002293486498344701
10,75.93635077793493,0.0037704701267374813,0.0030458141207326877,0.0035020889653477514,0.0020142794463723027
11,74.64356435643565,0.0038185526363239317,0.00414569144210838,0.004055050380928975,0.002559397976413652
12,71.33380480905234,0.0035180369514086172,0.003638055755319599,0.0033177684934873435,0.002180474120165397
13,78.47383309759547,0.004010882674669734,0.003574601294471001,0.0038912099614975015,0.0023134298591998724
14,82.38472418670439,0.004587872789707137,0.004885993485342019,0.003768329646923896,0.0027455360110619177
15,75.29561527581329,0.003870642021709253,0.004907144972291552,0.0036249692799213565,0.0026458192067860607
16,83.5106082036775,0.004852326592432614,0.003955328059562588,0.004567051691652331,0.0026591147806895084
17,93.5035360678925,0.0057618873987763004,0.006239688650112103,0.005550094208241173,0.003662930610399798
18,70.38472418670439,0.003285638155074107,0.002961208172934557,0.00354304907020562,0.0020475183811309214
19,73.27439886845828,0.0036262225979781307,0.0026227843817420364,0.004218890800360449,0.002153882972358502
20,83.95756718528996,0.004619927796098104,0.0050129024070392145,0.004280330957647251,0.002905082897903288
21,82.23762376237623,0.0045678384107127835,0.005435932146029866,0.0042393708527893835,0.0030313908499860396
22,78.38613861386139,0.004223247092009889,0.0052878717373831385,0.003481608912918817,0.0026857059284964035
23,82.41584158415841,0.004571845286511654,0.004674478615846694,0.004485131481936594,0.00283860502838605
24,72.23479490806224,0.003397830677442491,0.003109268581581285,0.0035020889653477514,0.002094052889792988
25,72.29137199434228,0.003630229473777001,0.004124539955158848,0.003297288441058409,0.0023333732200550438
26,86.54031117397454,0.005148835401549058,0.005351326198231736,0.004648971901368068,0.0031244598673101725
27,81.33097595473834,0.004515749025327462,0.0034688438597233386,0.0044646514295076595,0.002466328959089519
28,76.78359264497878,0.0040229033020663454,0.004420660772452303,0.0030515278119111985,0.002320077646151596
29,76.73408769448373,0.0040589651842561835,0.0045898726680485636,0.0036864094372081593,0.0025793413372688233
30,74.28147100424329,0.003790504505731836,0.0037226617031177293,0.0035635291226345537,0.002266895350537806
31,78.62942008486563,0.004399549627160207,0.0039976310334616525,0.0038912099614975015,0.0024796245329929668
32,78.53323903818954,0.00432341898698166,0.0051821143026354755,0.003952650118784304,0.0028319572414343265
33,63.74964639321075,0.002564400511277352,0.0027285418164896993,0.002519046448758909,0.0016353555901240477
34,83.24186704384724,0.004519755901126333,0.005203265789585008,0.003768329646923896,0.002812013880579155
35,86.04526166902404,0.004932464108410032,0.004843690511442954,0.0043827312197919225,0.0028585483892412215
36,74.47100424328147,0.003930745158692316,0.004526418207199966,0.004423691324649791,0.002718944863255022
37,80.3917963224894,0.004631948423494717,0.003405389398874741,0.004628491848939134,0.002519511254703309
38,72.28429985855729,0.003493995696615392,0.003024662633783155,0.0034406488080609486,0.0020209272333240264
39,71.80905233380481,0.003526050703006359,0.0030881170946317526,0.003461128860489883,0.002054166168082645
40,76.53041018387553,0.004006875798870863,0.0043149033377046404,0.0036864094372081593,0.0024729767460412427
41,74.2998585572843,0.0036823188591623224,0.0036169042683700664,0.0035225690177766856,0.0022336564157791872
42,77.89250353606789,0.004066978935853925,0.00621853716316257,0.003194888178913738,0.002878491750096393
43,83.60113154172561,0.004776195952254068,0.004357206311603706,0.003911690013926435,0.0025726935503170996
